Date,Open,High,Low,Close,Adj Close,Volume,VIX,Treasury_10Y
2018-01-02,107.62999725341797,108.0199966430664,106.80999755859375,107.94999694824219,85.51602172851562,13578800,9.770000457763672,2.46
2018-01-03,107.86000061035156,108.48999786376953,107.4800033569336,108.05999755859375,85.60315704345703,11901000,9.149999618530273,2.44
2018-01-04,108.36000061035156,110.02999877929688,108.19999694824219,109.04000091552734,86.8294906616211,12953700,9.220000267028809,2.46
2018-01-05,109.26000213623047,109.55000305175781,107.77999877929688,108.33999633789062,86.2720947265625,14155000,9.220000267028809,2.47
2018-01-08,108.1500015258789,108.68000030517578,107.69999694824219,108.5,86.39948272705078,12466500,9.520000457763672,2.49
2018-01-09,108.72000122070312,109.62999725341797,108.48999786376953,109.05000305175781,86.83744812011719,13292300,10.079999923706055,2.55
2018-01-10,109.47000122070312,110.69999694824219,109.38999938964844,110.25,87.79302978515625,15834500,9.819999694824219,2.55
2018-01-11,110.66999816894531,110.93000030517578,110.05000305175781,110.83999633789062,88.26285552978516,13676800,9.880000114440918,2.54
2018-01-12,111.6500015258789,112.8499984741211,110.83999633789062,112.66999816894531,89.72010803222656,18884200,10.15999984741211,2.55
2018-01-16,111.51000213623047,113.43000030517578,111.06999969482422,112.2699966430664,89.40155792236328,22703300,11.65999984741211,2.54
2018-01-17,111.88999938964844,113.30000305175781,111.30999755859375,112.98999786376953,89.97489166259766,14940300,11.90999984741211,2.57
2018-01-18,112.76000213623047,113.72000122070312,112.2699966430664,113.26000213623047,90.18991088867188,14572900,12.220000267028809,2.62
2018-01-19,113.94000244140625,114.33999633789062,112.80000305175781,113.01000213623047,89.9908218383789,18785500,11.270000457763672,2.64
2018-01-22,112.66000366210938,114.38999938964844,112.5,114.33000183105469,91.04195404052734,12475700,11.029999732971191,2.66
2018-01-23,113.66999816894531,114.63999938964844,113.3499984741211,114.20999908447266,90.9464111328125,12320800,11.100000381469727,2.63
2018-01-24,114.86000061035156,116.0,114.66000366210938,115.66999816894531,92.10899353027344,15904500,11.470000267028809,2.65
2018-01-25,116.04000091552734,116.16999816894531,115.08000183105469,115.69999694824219,92.13289642333984,13510000,11.579999923706055,2.63
2018-01-26,115.69999694824219,116.31999969482422,114.95999908447266,116.31999969482422,92.62661743164062,13883900,11.079999923706055,2.66
2018-01-29,116.0199966430664,117.3499984741211,116.0199966430664,116.19999694824219,92.53105926513672,11679900,13.84000015258789,2.7
2018-01-30,115.52999877929688,116.5999984741211,114.9800033569336,115.11000061035156,91.6630630493164,14279100,14.789999961853027,2.73
2018-01-31,115.6500015258789,116.66000366210938,115.16000366210938,115.66999816894531,92.10899353027344,13141400,13.539999961853027,2.72
2018-02-01,115.7699966430664,116.98999786376953,115.4800033569336,116.87000274658203,93.06459045410156,13800600,13.470000267028809,2.78
2018-02-02,116.48999786376953,116.91999816894531,114.08999633789062,114.27999877929688,91.00213623046875,16477300,17.309999465942383,2.84
2018-02-05,113.0,114.58999633789062,103.9800033569336,108.80000305175781,86.63837432861328,30097600,37.31999969482422,2.77
2018-02-06,106.8499984741211,112.4800033569336,106.61000061035156,112.11000061035156,89.27415466308594,33114800,29.979999542236328,2.79
2018-02-07,111.55000305175781,114.44999694824219,111.1500015258789,112.87000274658203,89.8793716430664,21878300,27.729999542236328,2.84
2018-02-08,113.11000061035156,113.11000061035156,107.83999633789062,107.87999725341797,85.90576171875,27425800,33.459999084472656,2.85
2018-02-09,109.0999984741211,111.05000305175781,106.2300033569336,110.04000091552734,87.62579345703125,28188000,29.059999465942383,2.83
2018-02-12,111.16999816894531,112.7300033569336,110.06999969482422,111.73999786376953,88.9795150756836,18043300,25.610000610351562,2.86
2018-02-13,111.31999969482422,113.05000305175781,110.80000305175781,112.43000030517578,89.5289535522461,16358200,24.969999313354492,2.83
2018-02-14,112.62999725341797,115.2699966430664,112.52999877929688,115.02999877929688,91.59935760498047,15186900,19.260000228881836,2.91
2018-02-15,115.73999786376953,115.98999786376953,114.22000122070312,115.51000213623047,91.98159790039062,12130200,19.1299991607666,2.9
2018-02-16,114.55000305175781,116.06999969482422,114.5,114.68000030517578,91.32069396972656,13214300,19.459999084472656,2.87
2018-02-20,114.6500015258789,115.38999938964844,113.97000122070312,114.70999908447266,91.34455108642578,13461500,20.600000381469727,2.88
2018-02-21,115.0,117.44999694824219,114.66999816894531,115.19000244140625,91.72677612304688,14212500,20.020000457763672,2.94
2018-02-22,115.5,116.43000030517578,114.76000213623047,114.9800033569336,91.5595703125,17070400,18.719999313354492,2.92
2018-02-23,115.30999755859375,117.38999938964844,115.30999755859375,117.30999755859375,93.41496276855469,12162500,16.489999771118164,2.88
2018-02-26,118.13999938964844,118.9000015258789,117.31999969482422,118.7699966430664,94.57756805419922,16511200,15.800000190734863,2.86
2018-02-27,118.91000366210938,119.33000183105469,117.3499984741211,117.36000061035156,93.45478820800781,17563300,18.59000015258789,2.9
2018-02-28,117.81999969482422,118.48999786376953,115.33999633789062,115.5,91.9736557006836,17735600,19.850000381469727,2.87
2018-03-01,115.4800033569336,116.63999938964844,112.6500015258789,113.43000030517578,90.3252944946289,18690000,22.469999313354492,2.81
2018-03-02,112.38999938964844,113.55999755859375,111.12000274658203,113.31999969482422,90.23771667480469,18353700,19.59000015258789,2.86
2018-03-05,112.05000305175781,115.93000030517578,111.88999938964844,115.05999755859375,91.62325286865234,13933000,18.729999542236328,2.88
2018-03-06,115.63999938964844,115.81999969482422,114.31999969482422,115.16000366210938,91.70291137695312,10674400,18.360000610351562,2.88
2018-03-07,113.75,115.0999984741211,113.11000061035156,114.7300033569336,91.36048126220703,13006500,17.760000228881836,2.89
2018-03-08,115.11000061035156,115.2300033569336,113.20999908447266,114.73999786376953,91.36844635009766,11173700,16.540000915527344,2.86
2018-03-09,116.55000305175781,118.08000183105469,115.66999816894531,118.04000091552734,93.99626922607422,15366600,14.640000343322754,2.9
2018-03-12,118.0,118.75,117.25,117.66000366210938,93.69367980957031,12339300,15.779999732971191,2.87
2018-03-13,118.19999694824219,118.47000122070312,115.83000183105469,116.25,92.57088470458984,13312300,16.350000381469727,2.84
2018-03-14,116.55999755859375,116.58999633789062,114.5999984741211,114.94999694824219,91.5356674194336,12905100,17.229999542236328,2.81
2018-03-15,115.87000274658203,116.0,114.83000183105469,115.23999786376953,91.76660919189453,8748000,16.59000015258789,2.82
2018-03-16,115.33999633789062,116.5999984741211,115.33999633789062,115.44000244140625,91.92586517333984,19888900,15.800000190734863,2.85
2018-03-19,115.0999984741211,115.44999694824219,113.30000305175781,114.52999877929688,91.20122528076172,13214900,19.020000457763672,2.85
2018-03-20,114.87000274658203,115.44999694824219,114.44999694824219,114.63999938964844,91.28881072998047,9921200,18.200000762939453,2.89
2018-03-21,114.80999755859375,116.62999725341797,114.20999908447266,114.73999786376953,91.36844635009766,13633000,17.860000610351562,2.89
2018-03-22,113.19999694824219,113.5999984741211,109.54000091552734,109.94999694824219,87.55413055419922,22550400,23.34000015258789,2.83
2018-03-23,110.2699966430664,110.91999816894531,106.76000213623047,107.01000213623047,85.21297454833984,23081500,24.8700008392334,2.82
2018-03-26,109.19000244140625,111.16000366210938,108.6500015258789,110.30999755859375,87.8407974243164,20217500,21.030000686645508,2.85
2018-03-27,111.06999969482422,111.69000244140625,107.30000305175781,108.16999816894531,86.1366958618164,18039900,22.5,2.78
2018-03-28,108.27999877929688,109.16999816894531,106.6500015258789,108.0,86.00130462646484,19189300,22.8700008392334,2.77
2018-03-29,108.5,110.77999877929688,107.77999877929688,109.97000122070312,87.5700454711914,13274600,19.969999313354492,2.74
2018-04-02,109.95999908447266,110.7300033569336,106.08000183105469,107.8499984741211,85.88188171386719,18822500,23.6200008392334,2.73
2018-04-03,108.36000061035156,109.5,107.26000213623047,109.33000183105469,87.06041717529297,14050700,21.100000381469727,2.79
2018-04-04,107.0999984741211,111.20999908447266,107.0199966430664,110.98999786376953,88.38230895996094,15302600,20.059999465942383,2.79
2018-04-05,111.62999725341797,112.83000183105469,111.38999938964844,111.87999725341797,89.54277038574219,16627000,18.940000534057617,2.83
2018-04-06,110.55000305175781,111.55000305175781,107.81999969482422,109.08999633789062,87.30982208251953,18906000,21.489999771118164,2.77
2018-04-09,110.01000213623047,112.9800033569336,109.88999938964844,110.4000015258789,88.35829162597656,15974300,21.770000457763672,2.78
2018-04-10,112.12999725341797,112.87000274658203,111.41999816894531,112.51000213623047,90.04700469970703,13951400,20.469999313354492,2.8
2018-04-11,111.66000366210938,111.80999755859375,110.5199966430664,110.62000274658203,88.53436279296875,14503300,20.239999771118164,2.79
2018-04-12,111.55999755859375,114.38999938964844,111.5,113.37000274658203,90.73531341552734,16435500,18.489999771118164,2.83
2018-04-13,115.0199966430664,115.1500015258789,109.05000305175781,110.30000305175781,88.27822875976562,39152800,17.40999984741211,2.82
2018-04-16,110.94000244140625,111.47000122070312,109.79000091552734,110.20999908447266,88.20622253417969,16580500,16.559999465942383,2.83
2018-04-17,111.37000274658203,111.91999816894531,109.98999786376953,110.20999908447266,88.20622253417969,15501400,15.25,2.82
2018-04-18,110.52999877929688,111.06999969482422,108.88999938964844,109.31999969482422,87.49391174316406,16081400,15.600000381469727,2.87
2018-04-19,109.52999877929688,111.87000274658203,109.5,111.72000122070312,89.41473388671875,17911000,15.960000038146973,2.92
2018-04-20,112.30000305175781,112.73999786376953,110.87999725341797,111.47000122070312,89.21466064453125,15584400,16.8799991607666,2.96
2018-04-23,111.56999969482422,111.94999694824219,110.62999725341797,110.93000030517578,88.78245544433594,11285800,16.34000015258789,2.98
2018-04-24,111.75,112.9000015258789,109.58999633789062,110.41000366210938,88.36627960205078,16453100,18.020000457763672,3.0
2018-04-25,110.2699966430664,110.52999877929688,108.5999984741211,109.98999786376953,88.03013610839844,13548200,17.84000015258789,3.03
2018-04-26,109.97000122070312,110.81999969482422,109.33999633789062,110.0999984741211,88.1181640625,10299500,16.239999771118164,3.0
2018-04-27,109.55000305175781,110.16000366210938,109.12999725341797,109.4000015258789,87.55792999267578,9384000,15.40999984741211,2.96
2018-04-30,109.75,110.30000305175781,108.75,108.77999877929688,87.06172943115234,13744900,15.930000305175781,2.95
2018-05-01,108.44999694824219,108.97000122070312,107.54000091552734,108.77999877929688,87.06172943115234,10503400,15.489999771118164,2.97
