Date,Open,High,Low,Close,Adj Close,Volume,VIX,Treasury_10Y
2018-05-02,108.11000061035156,109.48999786376953,107.7300033569336,107.91999816894531,86.37342071533203,12162100,15.970000267028809,2.97
2018-05-03,107.58999633789062,107.7699966430664,105.18000030517578,107.23999786376953,85.82917022705078,15379100,15.899999618530273,2.94
2018-05-04,106.43000030517578,108.73999786376953,105.9800033569336,108.43000030517578,86.7815933227539,11967900,14.770000457763672,2.95
2018-05-07,108.76000213623047,109.68000030517578,108.36000061035156,109.37000274658203,87.53392028808594,9356700,14.75,2.95
2018-05-08,109.52999877929688,111.33999633789062,109.27999877929688,110.98999786376953,88.83050537109375,12543200,14.710000038146973,2.97
2018-05-09,111.44000244140625,113.63999938964844,111.02999877929688,113.41000366210938,90.767333984375,11368100,13.420000076293945,3.0
2018-05-10,113.19000244140625,114.44000244140625,112.75,114.29000091552734,91.47163391113281,9159700,13.229999542236328,2.97
2018-05-11,114.48999786376953,114.7300033569336,113.66999816894531,113.86000061035156,91.12748718261719,10253000,12.649999618530273,2.97
2018-05-14,114.11000061035156,114.69999694824219,113.73999786376953,113.9000015258789,91.15950012207031,8710700,12.930000305175781,3.0
2018-05-15,113.91000366210938,113.91000366210938,112.56999969482422,113.02999877929688,90.46320343017578,11536200,14.630000114440918,3.08
2018-05-16,112.88999938964844,113.69000244140625,112.62999725341797,113.33999633789062,90.71129608154297,7571100,13.420000076293945,3.09
2018-05-17,113.19999694824219,113.41000366210938,112.19999694824219,112.95999908447266,90.40716552734375,8617200,13.430000305175781,3.11
2018-05-18,112.75,112.80000305175781,110.83999633789062,111.12999725341797,88.94252014160156,11806300,13.420000076293945,3.06
2018-05-21,112.05000305175781,112.54000091552734,111.91999816894531,112.1500015258789,89.75889587402344,9441900,13.079999923706055,3.06
2018-05-22,112.3499984741211,114.29000091552734,112.29000091552734,113.01000213623047,90.4471664428711,11507600,13.220000267028809,3.06
2018-05-23,112.51000213623047,112.7699966430664,111.12000274658203,112.48999786376953,90.031005859375,11453900,12.579999923706055,3.01
2018-05-24,112.13999938964844,112.1500015258789,110.12000274658203,111.2300033569336,89.02256774902344,14084800,12.529999732971191,2.98
2018-05-25,110.45999908447266,111.08000183105469,110.19999694824219,110.66000366210938,88.5663833618164,8283500,13.220000267028809,2.93
2018-05-29,109.18000030517578,109.19999694824219,104.95999908447266,105.93000030517578,84.78073120117188,30643800,17.020000457763672,2.77
2018-05-30,107.63999938964844,108.5999984741211,106.6500015258789,108.3499984741211,86.71753692626953,17490800,14.9399995803833,2.84
2018-05-31,107.94999694824219,108.19000244140625,106.41999816894531,107.01000213623047,85.64509582519531,19808200,15.430000305175781,2.83
2018-06-01,108.33999633789062,108.94000244140625,107.80000305175781,108.4000015258789,86.75757598876953,13594200,13.460000038146973,2.89
2018-06-04,108.98999786376953,109.26000213623047,108.2699966430664,108.44999694824219,86.797607421875,9415400,12.739999771118164,2.94
2018-06-05,108.23999786376953,108.30999755859375,107.06999969482422,107.83999633789062,86.30937194824219,10415200,12.399999618530273,2.92
2018-06-06,108.66000366210938,110.73999786376953,108.4800033569336,110.36000061035156,88.32626342773438,15453600,11.640000343322754,2.97
2018-06-07,111.18000030517578,111.5,110.02999877929688,110.80000305175781,88.67842864990234,13444400,12.130000114440918,2.93
2018-06-08,110.62000274658203,111.13999938964844,110.05999755859375,111.11000061035156,88.926513671875,10383200,12.180000305175781,2.93
2018-06-11,111.12000274658203,111.91000366210938,110.7699966430664,110.83000183105469,88.70243835449219,12642900,12.350000381469727,2.96
2018-06-12,111.13999938964844,111.52999877929688,109.5199966430664,110.19000244140625,88.19021606445312,15294100,12.34000015258789,2.96
2018-06-13,110.45999908447266,111.44999694824219,109.58000183105469,109.97000122070312,88.01411437988281,14979700,12.9399995803833,2.98
2018-06-14,110.27999877929688,110.36000061035156,107.77999877929688,108.02999877929688,86.46144104003906,20487300,12.119999885559082,2.94
2018-06-15,107.80000305175781,108.37999725341797,106.2699966430664,107.9000015258789,86.35739135742188,26028600,11.979999542236328,2.93
2018-06-18,107.26000213623047,108.4000015258789,106.69000244140625,108.18000030517578,86.58150482177734,9786800,12.3100004196167,2.92
2018-06-19,106.9000015258789,107.87999725341797,106.5999984741211,107.55000305175781,86.07728576660156,12707200,13.350000381469727,2.89
2018-06-20,108.18000030517578,108.63999938964844,107.44000244140625,107.54000091552734,86.06928253173828,8876900,12.789999961853027,2.93
2018-06-21,107.0999984741211,108.20999908447266,106.52999877929688,107.51000213623047,86.0452651977539,11048700,14.640000343322754,2.9
2018-06-22,108.16000366210938,108.37000274658203,105.51000213623047,105.75,84.63665771484375,19478900,13.770000457763672,2.9
2018-06-25,105.66000366210938,105.69999694824219,103.95999908447266,104.79000091552734,83.86834716796875,16907600,17.329999923706055,2.87
2018-06-26,104.70999908447266,105.20999908447266,103.11000061035156,104.86000061035156,83.9243392944336,17086800,15.920000076293945,2.88
2018-06-27,104.68000030517578,105.91999816894531,103.2300033569336,103.23999786376953,82.62779235839844,16276800,17.90999984741211,2.83
2018-06-28,103.68000030517578,105.45999908447266,103.51000213623047,104.93000030517578,83.98037719726562,14491300,16.850000381469727,2.84
2018-06-29,106.68000030517578,106.9000015258789,104.1500015258789,104.19999694824219,83.39613342285156,18972400,16.09000015258789,2.85
2018-07-02,103.72000122070312,105.08999633789062,103.37999725341797,105.08000183105469,84.10043334960938,11130000,15.600000381469727,2.87
2018-07-03,105.41000366210938,105.77999877929688,103.5199966430664,103.61000061035156,82.92391204833984,8311700,16.139999389648438,2.83
2018-07-05,104.12999725341797,104.37999725341797,103.52999877929688,103.72000122070312,83.46308898925781,10723400,14.970000267028809,2.84
2018-07-06,103.12000274658203,104.5,102.19999694824219,104.05999755859375,83.73664855957031,12173700,13.369999885559082,2.82
2018-07-09,104.70999908447266,107.45999908447266,104.70999908447266,107.27999877929688,86.32779693603516,13900800,12.6899995803833,2.86
2018-07-10,108.0199966430664,108.4000015258789,106.52999877929688,106.62000274658203,85.79669952392578,14575900,12.640000343322754,2.87
2018-07-11,106.30999755859375,107.05999755859375,106.20999908447266,106.38999938964844,85.61161041259766,10186500,13.630000114440918,2.85
2018-07-12,107.41999816894531,107.55999755859375,105.97000122070312,106.8499984741211,85.98177337646484,12456800,12.579999923706055,2.85
2018-07-13,107.30000305175781,107.80000305175781,105.13999938964844,106.36000061035156,85.58745574951172,21289100,12.180000305175781,2.83
2018-07-16,107.05000305175781,110.7699966430664,106.9800033569336,110.58000183105469,88.98326873779297,24662600,12.829999923706055,2.85
2018-07-17,110.69000244140625,110.93000030517578,109.75,110.5,88.91889190673828,14821900,12.0600004196167,2.86
2018-07-18,110.41999816894531,112.12000274658203,110.19999694824219,111.52999877929688,89.74773406982422,14244900,12.100000381469727,2.88
2018-07-19,111.05999755859375,111.08999633789062,109.7300033569336,109.88999938964844,88.42805480957031,16775300,12.869999885559082,2.84
2018-07-20,110.0,111.73999786376953,109.77999877929688,111.27999877929688,89.54657745361328,13578100,12.859999656677246,2.89
2018-07-23,111.05999755859375,114.23999786376953,110.93000030517578,113.3499984741211,91.21231079101562,18140000,12.619999885559082,2.96
2018-07-24,113.55000305175781,114.77999877929688,113.41999816894531,114.1500015258789,91.8560562133789,14000400,12.40999984741211,2.95
2018-07-25,113.87999725341797,115.5199966430664,113.37999725341797,115.18000030517578,92.68489074707031,13329100,12.289999961853027,2.94
2018-07-26,115.41999816894531,115.58999633789062,114.58000183105469,114.8499984741211,92.4193344116211,11897800,12.140000343322754,2.98
2018-07-27,115.18000030517578,116.30000305175781,114.80999755859375,116.02999877929688,93.3688735961914,12802700,13.029999732971191,2.96
2018-07-30,116.27999877929688,117.61000061035156,116.05999755859375,116.7300033569336,93.93215942382812,13411600,14.260000228881836,2.98
2018-07-31,117.08000183105469,117.08000183105469,114.81999969482422,114.94999694824219,92.49980163574219,15843800,12.829999923706055,2.96
2018-08-01,115.75,116.69000244140625,115.27999877929688,115.66000366210938,93.07112884521484,13531600,13.149999618530273,3.0
2018-08-02,114.56999969482422,116.25,114.33000183105469,116.1500015258789,93.4654312133789,11058100,12.1899995803833,2.98
2018-08-03,116.0,117.12999725341797,115.94000244140625,117.08999633789062,94.22183990478516,11016100,11.640000343322754,2.95
2018-08-06,116.79000091552734,117.52999877929688,116.18000030517578,117.12000274658203,94.2459945678711,9857400,11.270000457763672,2.94
2018-08-07,117.73999786376953,118.29000091552734,117.33000183105469,117.55000305175781,94.59201049804688,10562100,10.930000305175781,2.98
2018-08-08,117.33000183105469,118.2699966430664,117.27999877929688,117.79000091552734,94.78515625,8997100,10.850000381469727,2.96
2018-08-09,117.51000213623047,117.72000122070312,116.69999694824219,116.87999725341797,94.05287170410156,9694200,11.270000457763672,2.93
2018-08-10,115.5,115.94999694824219,114.68000030517578,115.7300033569336,93.12747955322266,12630600,13.15999984741211,2.87
2018-08-13,115.55999755859375,115.87999725341797,113.81999969482422,113.88999938964844,91.64682006835938,10336300,14.779999732971191,2.88
2018-08-14,114.2699966430664,115.04000091552734,113.6500015258789,114.6500015258789,92.2583999633789,10597600,13.3100004196167,2.89
2018-08-15,113.81999969482422,114.33000183105469,112.97000122070312,113.69999694824219,91.49394226074219,10152100,14.640000343322754,2.86
2018-08-16,114.3499984741211,115.30999755859375,114.30000305175781,114.7699966430664,92.35497283935547,10118600,13.449999809265137,2.87
2018-08-17,114.63999938964844,115.06999969482422,114.30000305175781,114.7699966430664,92.35497283935547,8505100,12.640000343322754,2.87
2018-08-20,114.58999633789062,115.05000305175781,114.11000061035156,114.62000274658203,92.23426055908203,8618700,12.489999771118164,2.82
2018-08-21,115.37000274658203,116.38999938964844,114.87999725341797,115.31999969482422,92.79755401611328,10976700,12.859999656677246,2.85
2018-08-22,115.30999755859375,115.41000366210938,114.77999877929688,114.97000122070312,92.51590728759766,8314700,12.25,2.82
2018-08-23,114.95999908447266,115.1500015258789,114.43000030517578,114.7300033569336,92.3227767944336,9265400,12.40999984741211,2.82
2018-08-24,114.9800033569336,115.22000122070312,114.44999694824219,114.68000030517578,92.28255462646484,8845700,11.989999771118164,2.82
2018-08-27,115.22000122070312,117.27999877929688,115.16999816894531,116.70999908447266,93.91606140136719,13768000,12.15999984741211,2.85
2018-08-28,117.0,117.02999877929688,115.97000122070312,116.13999938964844,93.45740509033203,8302600,12.5,2.88
2018-08-29,116.3499984741211,116.37000274658203,115.36000061035156,115.76000213623047,93.15160369873047,7221700,12.25,2.89
2018-08-30,115.58999633789062,116.04000091552734,114.9800033569336,115.19000244140625,92.69290924072266,8991800,13.529999732971191,2.86
2018-08-31,114.83000183105469,114.83999633789062,113.81999969482422,114.58000183105469,92.2020492553711,13065700,12.859999656677246,2.86
2018-09-04,114.33999633789062,115.23999786376953,113.62999725341797,115.1500015258789,92.66075134277344,10174200,13.15999984741211,2.9
2018-09-05,115.0,115.69999694824219,114.25,114.58999633789062,92.21012878417969,11462400,13.90999984741211,2.9
2018-09-06,114.5,114.69999694824219,113.5,114.0999984741211,91.81581115722656,9877600,14.649999618530273,2.88
2018-09-07,114.5,114.7699966430664,113.62999725341797,114.31999969482422,91.99284362792969,10955600,14.880000114440918,2.94
2018-09-10,114.8499984741211,114.97000122070312,113.66000366210938,113.70999908447266,91.5019760131836,8276900,14.15999984741211,2.94
2018-09-11,113.54000091552734,114.58000183105469,113.18000030517578,114.43000030517578,92.08135986328125,9333800,13.220000267028809,2.98
2018-09-12,114.25,114.87999725341797,112.8499984741211,113.08000183105469,90.9950180053711,10800800,13.140000343322754,2.97
2018-09-13,113.37000274658203,114.12999725341797,112.66999816894531,113.5199966430664,91.34907531738281,12470800,12.369999885559082,2.97
2018-09-14,113.80999755859375,114.48999786376953,113.2300033569336,113.5,91.33301544189453,10337900,12.069999694824219,2.99
2018-09-17,113.79000091552734,114.43000030517578,113.30000305175781,113.83999633789062,91.60657501220703,9561300,13.680000305175781,2.99
2018-09-18,114.33000183105469,114.66000366210938,113.55999755859375,114.30000305175781,91.97676086425781,7944200,12.789999961853027,3.05
2018-09-19,114.44000244140625,118.05999755859375,114.44000244140625,117.62000274658203,94.64835357666016,16052800,11.75,3.08
2018-09-20,118.5,119.23999786376953,118.08000183105469,118.62999725341797,95.46107482910156,15590000,11.800000190734863,3.07
2018-09-21,119.12999725341797,119.2300033569336,117.73999786376953,117.8499984741211,94.83343505859375,24788200,11.680000305175781,3.07
2018-09-24,117.76000213623047,118.45999908447266,116.43000030517578,116.72000122070312,93.92410278320312,12492500,12.199999809265137,3.08
2018-09-25,117.04000091552734,117.97000122070312,116.31999969482422,116.38999938964844,93.65856170654297,9308300,12.420000076293945,3.1
2018-09-26,116.75,116.87000274658203,114.66000366210938,115.0199966430664,92.55615234375,14023600,12.890000343322754,3.06
2018-09-27,115.41999816894531,115.76000213623047,114.16000366210938,114.5199966430664,92.15379333496094,13283000,12.40999984741211,3.06
2018-09-28,113.6500015258789,114.23999786376953,112.5199966430664,112.83999633789062,90.80191802978516,15815100,12.119999885559082,3.05
2018-10-01,113.37000274658203,114.61000061035156,113.04000091552734,113.5,91.33301544189453,10146300,12.0,3.09
2018-10-02,113.36000061035156,114.12000274658203,112.80999755859375,113.97000122070312,91.71119689941406,13753100,12.050000190734863,3.05
2018-10-03,114.94000244140625,115.66000366210938,114.4800033569336,115.04000091552734,92.57225036621094,17142000,11.609999656677246,3.15
2018-10-04,114.55000305175781,116.80999755859375,114.20999908447266,115.2699966430664,93.40686798095703,16357400,14.220000267028809,3.19
2018-10-05,115.83000183105469,116.0999984741211,114.0199966430664,114.62000274658203,92.88014221191406,13777600,14.819999694824219,3.23
2018-10-08,114.25,115.77999877929688,113.3499984741211,115.31999969482422,93.4473876953125,14370900,15.6899995803833,3.23
2018-10-09,114.66999816894531,115.02999877929688,113.66999816894531,114.5199966430664,92.79912567138672,14069500,15.949999809265137,3.21
2018-10-10,114.69999694824219,114.94999694824219,111.47000122070312,111.47000122070312,90.32760620117188,23086400,22.959999084472656,3.22
2018-10-11,110.97000122070312,111.47000122070312,107.37999725341797,108.12999725341797,87.62110900878906,33705600,24.979999542236328,3.14
2018-10-12,110.37000274658203,110.83000183105469,105.5999984741211,106.94999694824219,86.6649169921875,32075700,21.309999465942383,3.15
2018-10-15,107.19999694824219,108.8499984741211,106.31999969482422,106.33999633789062,86.17060089111328,18903200,21.299999237060547,3.16
2018-10-16,107.16000366210938,108.77999877929688,106.7300033569336,108.62000274658203,88.01815032958984,19302800,17.6200008392334,3.16
2018-10-17,108.37999725341797,110.80000305175781,108.2300033569336,109.83000183105469,88.9986801147461,18794500,17.399999618530273,3.19
2018-10-18,109.0199966430664,109.83999633789062,107.80999755859375,108.08999633789062,87.58868408203125,17582500,20.059999465942383,3.17
2018-10-19,107.6500015258789,109.22000122070312,107.2699966430664,107.91000366210938,87.4428482055664,15234500,19.889999389648438,3.2
2018-10-22,108.1500015258789,108.33999633789062,106.11000061035156,106.36000061035156,86.18681335449219,16199100,19.639999389648438,3.2
2018-10-23,104.19999694824219,106.16000366210938,103.69999694824219,105.25,85.28734588623047,21407500,20.709999084472656,3.17
2018-10-24,104.76000213623047,105.02999877929688,102.91000366210938,103.29000091552734,83.69908905029297,23168900,25.229999542236328,3.1
2018-10-25,104.18000030517578,105.9000015258789,103.72000122070312,104.86000061035156,84.9713134765625,17464700,24.219999313354492,3.14
2018-10-26,104.0,104.55999755859375,102.7300033569336,103.41999816894531,83.80442810058594,19174900,24.15999984741211,3.08
2018-10-29,104.45999908447266,106.62999725341797,103.69999694824219,104.8499984741211,84.96322631835938,18445200,24.700000762939453,3.08
2018-10-30,105.70999908447266,106.9800033569336,104.86000061035156,106.69999694824219,86.46234130859375,18019700,23.350000381469727,3.12
2018-10-31,108.08000183105469,110.4800033569336,107.79000091552734,109.0199966430664,88.34227752685547,20860000,21.229999542236328,3.15
2018-11-01,109.62000274658203,110.22000122070312,108.31999969482422,108.9800033569336,88.30989074707031,13065000,19.34000015258789,3.14
2018-11-02,109.9000015258789,110.80999755859375,107.48999786376953,108.37999725341797,87.82369995117188,19009200,19.510000228881836,3.22
2018-11-05,108.61000061035156,109.29000091552734,108.41999816894531,109.08999633789062,88.39901733398438,10276400,19.959999084472656,3.2
2018-11-06,108.66999816894531,109.66999816894531,107.76000213623047,109.5999984741211,88.8122787475586,10825000,19.90999984741211,3.22
2018-11-07,110.37000274658203,111.7300033569336,109.3499984741211,111.4800033569336,90.33570861816406,12679600,16.360000610351562,3.22
2018-11-08,111.01000213623047,112.93000030517578,111.0,112.37999725341797,91.06501007080078,11662500,16.719999313354492,3.24
2018-11-09,112.2300033569336,112.36000061035156,110.83000183105469,111.29000091552734,90.18174743652344,10432200,17.360000610351562,3.19
2018-11-12,111.41999816894531,111.94000244140625,108.5999984741211,108.94999694824219,88.28556060791016,13279700,20.450000762939453,3.19
2018-11-13,109.0999984741211,111.12000274658203,109.0999984741211,109.58999633789062,88.80418395996094,13746100,20.020000457763672,3.14
2018-11-14,110.2300033569336,110.70999908447266,105.9800033569336,107.33000183105469,86.97284698486328,18361400,21.25,3.12
2018-11-15,108.23999786376953,110.08000183105469,106.80999755859375,110.06999969482422,89.19315338134766,19100000,19.979999542236328,3.11
2018-11-16,109.44999694824219,110.76000213623047,108.55000305175781,109.98999786376953,89.1283187866211,13798600,18.139999389648438,3.08
2018-11-19,109.95999908447266,111.19999694824219,109.52999877929688,110.83000183105469,89.80899810791016,13987000,20.100000381469727,3.06
